"Nome da conta","Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio","Identificação da conta","Identificação da campanha","Identificação do conjunto de anúncios","Identificação do anúncio",Anúncios,Idade,Gênero,Dia,Alcance,Impressões,Frequência,Moeda,"Valor usado (BRL)","Configuração de atribuição","Custo por lead",Leads,"Cliques no link","CTR (todos)","CPM (custo por 1.000 impressões)","CPC (custo por clique no link)","CPC (todos)",Visualizações,"Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Orçamento da campanha","Tipo de orçamento da campanha","Início dos relatórios","Encerramento dos relatórios"
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD016_gsx_8r_img_[17/03],722911362773979,120231169848870599,120231169848990599,120241226086240599,AD016_gsx_8r_img_[17/03],65+,male,2026-03-21,4,9,2.25,BRL,0.06,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.66666667,,0,,"Using campaign budget",Daily,15,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD06_stonic_img_[14/01],277844195704332,6875080103815,6875080104415,6969866674215,AD06_stonic_img_[14/01],65+,male,2026-03-21,129,151,1.17054264,BRL,3.16,"Clique de 7 dias ou visualização de 1 dia",3.16,1,5,5.29801325,20.92715232,0.632,0.395,,"Using campaign budget",Daily,10,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],65+,male,2026-03-21,340,442,1.3,BRL,4.87,"Clique de 7 dias ou visualização de 1 dia",4.87,1,14,3.6199095,11.01809955,0.34785714,0.304375,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD09_niro_img_[18/02],277844195704332,6729879019015,6729879019215,6983252644415,AD09_niro_img_[18/02],65+,male,2026-03-21,59,67,1.13559322,BRL,1.41,"Clique de 7 dias ou visualização de 1 dia",,,3,7.46268657,21.04477612,0.47,0.282,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD08_bongo_img_[03/03],277844195704332,6662637016215,6662637322615,6990343348815,AD08_bongo_img_[03/03],65+,male,2026-03-21,16,17,1.0625,BRL,0.23,"Clique de 7 dias ou visualização de 1 dia",,,,0,13.52941176,,0,,50,Daily,"Using ad set budget",,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD014_sportage_img_[04/03],277844195704332,6915514980415,6915514981215,6991217259415,AD014_sportage_img_[04/03],65+,male,2026-03-21,116,121,1.04310345,BRL,1.86,"Clique de 7 dias ou visualização de 1 dia",,,2,1.65289256,15.37190083,0.93,0.93,,"Using campaign budget",Daily,25,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD015_sportage_img_[04/03],277844195704332,6915514980415,6915514981215,6991218029015,AD015_sportage_img_[04/03],65+,male,2026-03-21,48,58,1.20833333,BRL,0.96,"Clique de 7 dias ou visualização de 1 dia",,,2,3.44827586,16.55172414,0.48,0.48,,"Using campaign budget",Daily,25,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD07_stonic_img_[17/03],277844195704332,6875080103815,6875080104415,6997622580215,AD07_stonic_img_[17/03],65+,male,2026-03-21,8,9,1.125,BRL,0.25,"Clique de 7 dias ou visualização de 1 dia",,,,0,27.77777778,,0,,"Using campaign budget",Daily,10,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],65+,male,2026-03-21,16,17,1.0625,BRL,0.35,"Clique de 7 dias ou visualização de 1 dia",,,1,5.88235294,20.58823529,0.35,0.35,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD04_seminovos_carrossel_[20/03],277844195704332,6980813028015,6980813028615,6999332623815,AD04_seminovos_carrossel_[20/03],65+,male,2026-03-21,81,94,1.16049383,BRL,2.06,"Clique de 7 dias ou visualização de 1 dia",2.06,1,2,3.19148936,21.91489362,1.03,0.68666667,,"Using campaign budget",Daily,10,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],65+,male,2026-03-21,108,121,1.12037037,BRL,1.24,"Clique de 7 dias ou visualização de 1 dia",,,2,3.30578512,10.24793388,0.62,0.31,,50,Daily,"Using ad set budget",,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD03_seminovos_img_[20/03],277844195704332,6980813028015,6980813028615,6999332290015,AD03_seminovos_img_[20/03],65+,male,2026-03-21,93,110,1.1827957,BRL,3.25,"Clique de 7 dias ou visualização de 1 dia",3.25,1,2,3.63636364,29.54545455,1.625,0.8125,,"Using campaign budget",Daily,10,Daily,2026-03-21,2026-03-21
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],65+,unknown,2026-03-21,1,1,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,20,,0,,"Using campaign budget",Daily,18,Daily,2026-03-21,2026-03-21
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],65+,unknown,2026-03-21,1,1,1,BRL,0.03,"Clique de 7 dias ou visualização de 1 dia",,,,0,30,,0,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD10_e350_img_[04/03],7658357130952021,120228803541830714,120228803541820714,120240463183430714,AD10_e350_img_[04/03],65+,unknown,2026-03-21,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],65+,unknown,2026-03-21,1,2,2,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],Unknown,male,2026-03-21,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,18,Daily,2026-03-21,2026-03-21
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],Unknown,male,2026-03-21,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,25,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",18-24,female,2026-03-20,19,26,1.36842105,BRL,0.42,"Clique de 7 dias ou visualização de 1 dia",,,,0,16.15384615,,0,,50,Daily,"Using ad set budget",,2026-03-20,2026-03-20
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD09_bongo_video_[05/03],277844195704332,6662637016215,6662637322615,6991828947415,AD09_bongo_video_[05/03],18-24,female,2026-03-20,1,2,2,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,50,Daily,"Using ad set budget",,2026-03-20,2026-03-20
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",18-24,female,2026-03-20,11,11,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,1.81818182,,0,,"Using campaign budget",Daily,20,Daily,2026-03-20,2026-03-20
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD01_master_ride_img_[08/09],184629203219671,120231323193670298,120231323193700298,120231323193930298,AD01_master_ride_img_[08/09],18-24,female,2026-03-20,6,7,1.16666667,BRL,0.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,5.71428571,,0,,"Using campaign budget",Daily,25,Daily,2026-03-20,2026-03-20
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],18-24,female,2026-03-20,5,6,1.2,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,1.66666667,,0,,"Using campaign budget",Daily,18,Daily,2026-03-20,2026-03-20
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],18-24,female,2026-03-20,16,18,1.125,BRL,0.13,"Clique de 7 dias ou visualização de 1 dia",,,,0,7.22222222,,0,,"Using campaign budget",Daily,10,Daily,2026-03-20,2026-03-20
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],18-24,female,2026-03-20,157,174,1.10828025,BRL,0.87,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,10,Daily,2026-03-20,2026-03-20
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],18-24,female,2026-03-20,97,117,1.20618557,BRL,0.46,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.93162393,,0,,"Using campaign budget",Daily,25,Daily,2026-03-20,2026-03-20
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],18-24,female,2026-03-20,18,19,1.05555556,BRL,0.15,"Clique de 7 dias ou visualização de 1 dia",,,,0,7.89473684,,0,,"Using campaign budget",Daily,20,Daily,2026-03-20,2026-03-20
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD011_nk150_img_[05/03],184629203219671,120231793936550298,120231793936530298,120240269904510298,AD011_nk150_img_[05/03],18-24,female,2026-03-20,6,8,1.33333333,BRL,0.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,10,Daily,2026-03-20,2026-03-20
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD07_dk160_img_[05/03],184629203219671,120233157487530298,120233157487570298,120240273002990298,AD07_dk160_img_[05/03],18-24,female,2026-03-20,5,7,1.4,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,1.42857143,,0,,"Using campaign budget",Daily,25,Daily,2026-03-20,2026-03-20
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD07_t350_img_[04/03]_com_preco,7658357130952021,120224545259140714,120224545259250714,120240463253460714,AD07_t350_img_[04/03]_com_preco,18-24,female,2026-03-20,28,33,1.17857143,BRL,0.1,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.03030303,,0,,"Using campaign budget",Daily,20,Daily,2026-03-20,2026-03-20
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],18-24,female,2026-03-20,27,33,1.22222222,BRL,0.15989376,"Clique de 7 dias ou visualização de 1 dia",,,,0,4.8452654,,0,,"Using campaign budget",Daily,20,Daily,2026-03-20,2026-03-20
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD014_sportage_img_[04/03],277844195704332,6915514980415,6915514981215,6991217259415,AD014_sportage_img_[04/03],18-24,female,2026-03-20,11,12,1.09090909,BRL,0.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.33333333,,0,,"Using campaign budget",Daily,25,Daily,2026-03-20,2026-03-20
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD01_seminovos_img_[12/11],277844195704332,6980813028015,6980813028615,6980813028415,AD01_seminovos_img_[12/11],18-24,female,2026-03-20,7,7,1,BRL,0.05,"Clique de 7 dias ou visualização de 1 dia",,,,0,7.14285714,,0,,"Using campaign budget",Daily,10,Daily,2026-03-20,2026-03-20
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],18-24,female,2026-03-20,4,6,1.5,BRL,0.05,"Clique de 7 dias ou visualização de 1 dia",,,,0,8.33333333,,0,,50,Daily,"Using ad set budget",,2026-03-20,2026-03-20
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",18-24,male,2026-03-20,122,150,1.2295082,BRL,1.5,"Clique de 7 dias ou visualização de 1 dia",,,1,0.66666667,10,1.5,1.5,,50,Daily,"Using ad set budget",,2026-03-20,2026-03-20
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD09_bongo_video_[05/03],277844195704332,6662637016215,6662637322615,6991828947415,AD09_bongo_video_[05/03],18-24,male,2026-03-20,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,50,Daily,"Using ad set budget",,2026-03-20,2026-03-20
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",18-24,male,2026-03-20,121,130,1.07438017,BRL,1.02,"Clique de 7 dias ou visualização de 1 dia",,,1,0.76923077,7.84615385,1.02,1.02,,"Using campaign budget",Daily,20,Daily,2026-03-20,2026-03-20
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD07_bongo_video_[19/02],277844195704332,6662637016215,6662637322615,6983267035215,AD07_bongo_video_[19/02],18-24,male,2026-03-20,4,5,1.25,BRL,0.06,"Clique de 7 dias ou visualização de 1 dia",,,,0,12,,0,,50,Daily,"Using ad set budget",,2026-03-20,2026-03-20
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD01_master_ride_img_[08/09],184629203219671,120231323193670298,120231323193700298,120231323193930298,AD01_master_ride_img_[08/09],18-24,male,2026-03-20,64,72,1.125,BRL,0.3,"Clique de 7 dias ou visualização de 1 dia",,,,0,4.16666667,,0,,"Using campaign budget",Daily,25,Daily,2026-03-20,2026-03-20
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],18-24,male,2026-03-20,79,94,1.18987342,BRL,0.24,"Clique de 7 dias ou visualização de 1 dia",,,1,1.06382979,2.55319149,0.24,0.24,,"Using campaign budget",Daily,18,Daily,2026-03-20,2026-03-20
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],18-24,male,2026-03-20,240,269,1.12083333,BRL,1.93,"Clique de 7 dias ou visualização de 1 dia",,,4,1.48698885,7.17472119,0.4825,0.4825,,"Using campaign budget",Daily,10,Daily,2026-03-20,2026-03-20
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],18-24,male,2026-03-20,806,927,1.15012407,BRL,5.47,"Clique de 7 dias ou visualização de 1 dia",,,3,0.3236246,5.90075512,1.82333333,1.82333333,,"Using campaign budget",Daily,10,Daily,2026-03-20,2026-03-20
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],18-24,male,2026-03-20,993,1208,1.21651561,BRL,4.09,"Clique de 7 dias ou visualização de 1 dia",2.045,2,8,1.07615894,3.38576159,0.51125,0.31461538,,"Using campaign budget",Daily,25,Daily,2026-03-20,2026-03-20
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],18-24,male,2026-03-20,246,280,1.13821138,BRL,0.92,"Clique de 7 dias ou visualização de 1 dia",,,3,1.07142857,3.28571429,0.30666667,0.30666667,,"Using campaign budget",Daily,20,Daily,2026-03-20,2026-03-20
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01]_com_preco,7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01]_com_preco,18-24,male,2026-03-20,20,25,1.25,BRL,0.27,"Clique de 7 dias ou visualização de 1 dia",,,,0,10.8,,0,,"Using campaign budget",Daily,20,Daily,2026-03-20,2026-03-20
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD011_nk150_img_[05/03],184629203219671,120231793936550298,120231793936530298,120240269904510298,AD011_nk150_img_[05/03],18-24,male,2026-03-20,90,107,1.18888889,BRL,0.32,"Clique de 7 dias ou visualização de 1 dia",,,1,0.93457944,2.99065421,0.32,0.32,,"Using campaign budget",Daily,10,Daily,2026-03-20,2026-03-20
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD07_dk160_img_[05/03],184629203219671,120233157487530298,120233157487570298,120240273002990298,AD07_dk160_img_[05/03],18-24,male,2026-03-20,68,93,1.36764706,BRL,0.55,"Clique de 7 dias ou visualização de 1 dia",,,,1.07526882,5.91397849,,0.55,,"Using campaign budget",Daily,25,Daily,2026-03-20,2026-03-20
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD07_t350_img_[04/03]_com_preco,7658357130952021,120224545259140714,120224545259250714,120240463253460714,AD07_t350_img_[04/03]_com_preco,18-24,male,2026-03-20,675,782,1.15851852,BRL,2.67,"Clique de 7 dias ou visualização de 1 dia",,,2,0.63938619,3.41432225,1.335,0.534,,"Using campaign budget",Daily,20,Daily,2026-03-20,2026-03-20
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],18-24,male,2026-03-20,12,12,1,BRL,0.03997344,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.33111996,,0,,"Using campaign budget",Daily,20,Daily,2026-03-20,2026-03-20
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD09_niro_img_[18/02],277844195704332,6729879019015,6729879019215,6983252644415,AD09_niro_img_[18/02],18-24,male,2026-03-20,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,20,Daily,2026-03-20,2026-03-20
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD02_sorrento_video_[24/02],277844195704332,6974778338815,6974778338615,6987262222815,AD02_sorrento_video_[24/02],18-24,male,2026-03-20,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,20,Daily,2026-03-20,2026-03-20
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD014_sportage_img_[04/03],277844195704332,6915514980415,6915514981215,6991217259415,AD014_sportage_img_[04/03],18-24,male,2026-03-20,14,14,1,BRL,0.05,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.57142857,,0,,"Using campaign budget",Daily,25,Daily,2026-03-20,2026-03-20
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],18-24,male,2026-03-20,1,1,1,BRL,0.13,"Clique de 7 dias ou visualização de 1 dia",,,,0,130,,0,,"Using campaign budget",Daily,20,Daily,2026-03-20,2026-03-20
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD04_seminovos_carrossel_[20/03],277844195704332,6980813028015,6980813028615,6999332623815,AD04_seminovos_carrossel_[20/03],18-24,male,2026-03-20,3,5,1.66666667,BRL,0.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,8,,0,,"Using campaign budget",Daily,10,Daily,2026-03-20,2026-03-20
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD01_seminovos_img_[12/11],277844195704332,6980813028015,6980813028615,6980813028415,AD01_seminovos_img_[12/11],18-24,male,2026-03-20,18,20,1.11111111,BRL,0.11,"Clique de 7 dias ou visualização de 1 dia",,,,0,5.5,,0,,"Using campaign budget",Daily,10,Daily,2026-03-20,2026-03-20
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],18-24,male,2026-03-20,25,29,1.16,BRL,0.07,"Clique de 7 dias ou visualização de 1 dia",,,,0,2.4137931,,0,,50,Daily,"Using ad set budget",,2026-03-20,2026-03-20
