"Nome da conta","Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio","Identificação da conta","Identificação da campanha","Identificação do conjunto de anúncios","Identificação do anúncio",Anúncios,Idade,Gênero,Dia,Alcance,Impressões,Frequência,Moeda,"Valor usado (BRL)","Configuração de atribuição","Custo por lead",Leads,"Cliques no link","CTR (todos)","CPM (custo por 1.000 impressões)","CPC (custo por clique no link)","CPC (todos)",Visualizações,"Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Orçamento da campanha","Tipo de orçamento da campanha","Início dos relatórios","Término dos relatórios"
"Conta Kia Sun Motors",CP03_ev5_[inicio_01/01],"[Amanita] Always On | KIA | EV5 | ADV+RMKT",AD04_ev5_img_[26/01],277844195704332,6819551408615,6819551408215,6974317588815,AD04_ev5_img_[26/01],45-54,female,2026-02-22,8,8,1,BRL,0.21,"Clique de 7 dias ou visualização de 1 dia",,,,0,26.25,,0,,"Using campaign budget",Daily,7,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],45-54,female,2026-02-22,21,25,1.19047619,BRL,0.08,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.2,,0,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD09_niro_img_[18/02],277844195704332,6729879019015,6729879019215,6983252644415,AD09_niro_img_[18/02],45-54,female,2026-02-22,44,53,1.20454545,BRL,1.21,"Clique de 7 dias ou visualização de 1 dia",,,,0,22.83018868,,0,,"Using campaign budget",Daily,20,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],45-54,female,2026-02-22,19,19,1,BRL,0.26,"Clique de 7 dias ou visualização de 1 dia",,,,0,13.68421053,,0,,"Using campaign budget",Daily,20,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],45-54,female,2026-02-22,35,45,1.28571429,BRL,0.15,"Clique de 7 dias ou visualização de 1 dia",,,3,8.88888889,3.33333333,0.05,0.0375,,"Using campaign budget",Daily,18,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],45-54,female,2026-02-22,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,30,Daily,"Using ad set budget",,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",45-54,male,2026-02-22,148,172,1.16216216,BRL,1.57,"Clique de 7 dias ou visualização de 1 dia",1.57,1,3,3.48837209,9.12790698,0.52333333,0.26166667,,30,Daily,"Using ad set budget",,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD04_stonic_img_[05/12],277844195704332,6875080103815,6875080104415,6953692882815,AD04_stonic_img_[05/12],45-54,male,2026-02-22,32,34,1.0625,BRL,1.39,"Clique de 7 dias ou visualização de 1 dia",,,,0,40.88235294,,0,,"Using campaign budget",Daily,10,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",45-54,male,2026-02-22,561,700,1.24777184,BRL,5.58,"Clique de 7 dias ou visualização de 1 dia",1.86,3,14,2.71428571,7.97142857,0.39857143,0.29368421,,"Using campaign budget",Daily,20,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD07_bongo_video_[19/02],277844195704332,6662637016215,6662637322615,6983267035215,AD07_bongo_video_[19/02],45-54,male,2026-02-22,260,362,1.39230769,BRL,2.69,"Clique de 7 dias ou visualização de 1 dia",,,2,3.59116022,7.43093923,1.345,0.20692308,,30,Daily,"Using ad set budget",,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD01_master_ride_img_[08/09],184629203219671,120231323193670298,120231323193700298,120231323193930298,AD01_master_ride_img_[08/09],45-54,male,2026-02-22,278,344,1.23741007,BRL,3.97,"Clique de 7 dias ou visualização de 1 dia",1.985,2,8,4.36046512,11.54069767,0.49625,0.26466667,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD01_seminovos_img_[12/11],277844195704332,6980813028015,6980813028615,6980813028415,AD01_seminovos_img_[12/11],45-54,male,2026-02-22,256,298,1.1640625,BRL,4.3,"Clique de 7 dias ou visualização de 1 dia",,,5,2.01342282,14.4295302,0.86,0.71666667,,"Using campaign budget",Daily,20,Daily,2026-02-22,2026-02-22
"Conta Zontes",CP08_tactic-400_[inicio_30/11],CJ01_tactic400_Amplo,AD04_tactic400_img_[29/11],7658357130952021,120224545592140714,120224545592160714,120236521361910714,AD04_tactic400_img_[29/11],45-54,male,2026-02-22,57,75,1.31578947,BRL,0.67,"Clique de 7 dias ou visualização de 1 dia",,,1,4,8.93333333,0.67,0.22333333,,"Using campaign budget",Daily,8,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD05_gsx_8r_img_[25/09],722911362773979,120231169848870599,120231169848990599,120232140918400599,AD05_gsx_8r_img_[25/09],45-54,male,2026-02-22,116,142,1.22413793,BRL,0.71,"Clique de 7 dias ou visualização de 1 dia",,,2,1.4084507,5,0.355,0.355,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,45-54,male,2026-02-22,521,700,1.34357006,BRL,4.77,"Clique de 7 dias ou visualização de 1 dia",1.1925,4,19,4.28571429,6.81428571,0.25105263,0.159,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],45-54,male,2026-02-22,235,298,1.26808511,BRL,3.81,"Clique de 7 dias ou visualização de 1 dia",3.81,1,6,4.36241611,12.7852349,0.635,0.29307692,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD04_v350_img_[15/10]_com_preco,7658357130952021,120212510922970714,120212510922950714,120236892254390714,AD04_v350_img_[15/10]_com_preco,45-54,male,2026-02-22,459,510,1.11111111,BRL,2.44,"Clique de 7 dias ou visualização de 1 dia",2.44,1,11,3.92156863,4.78431373,0.22181818,0.122,,"Using campaign budget",Daily,9,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],45-54,male,2026-02-22,262,330,1.25954198,BRL,4.23,"Clique de 7 dias ou visualização de 1 dia",4.23,1,5,2.12121212,12.81818182,0.846,0.60428571,,"Using campaign budget",Daily,25,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],45-54,male,2026-02-22,380,532,1.4,BRL,4.2,"Clique de 7 dias ou visualização de 1 dia",4.2,1,5,2.06766917,7.89473684,0.84,0.38181818,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD010_nk150_img_[06/01],184629203219671,120231793936550298,120231793936530298,120237818652800298,AD010_nk150_img_[06/01],45-54,male,2026-02-22,140,160,1.14285714,BRL,1.37,"Clique de 7 dias ou visualização de 1 dia",,,4,5,8.5625,0.3425,0.17125,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],45-54,male,2026-02-22,434,552,1.2718894,BRL,3.9,"Clique de 7 dias ou visualização de 1 dia",3.9,1,10,2.89855072,7.06521739,0.39,0.24375,,"Using campaign budget",Daily,10,Daily,2026-02-22,2026-02-22
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01],7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01],45-54,male,2026-02-22,627,821,1.30940989,BRL,5.88,"Clique de 7 dias ou visualização de 1 dia",5.88,1,16,2.31425091,7.16199756,0.3675,0.30947368,,"Using campaign budget",Daily,20,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD01_dl160_img_[02/01],184629203219671,120238736778790298,120238736778820298,120238736778810298,AD01_dl160_img_[02/01],45-54,male,2026-02-22,3,3,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.33333333,,0,,"Using campaign budget",Daily,40,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD010_t-350_img_[06/02],184629203219671,120238736778790298,120238736778820298,120239028254420298,AD010_t-350_img_[06/02],45-54,male,2026-02-22,158,173,1.09493671,BRL,1.5,"Clique de 7 dias ou visualização de 1 dia",0.375,4,6,7.51445087,8.67052023,0.25,0.11538462,,"Using campaign budget",Daily,40,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD011_t-350-x_img_[06/02],184629203219671,120238736778790298,120238736778820298,120239028297650298,AD011_t-350-x_img_[06/02],45-54,male,2026-02-22,766,1013,1.32245431,BRL,8.34,"Clique de 7 dias ou visualização de 1 dia",,,11,1.97433366,8.23297137,0.75818182,0.417,,"Using campaign budget",Daily,40,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD05_gsx-s1000-gx_img_[12/01],722911362773979,120239355257350599,120239355257340599,120239355257300599,AD05_gsx-s1000-gx_img_[12/01],45-54,male,2026-02-22,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,18,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD02_gsx-s1000_img_[12/01],722911362773979,120239355257350599,120239355257340599,120239355426930599,AD02_gsx-s1000_img_[12/01],45-54,male,2026-02-22,80,99,1.2375,BRL,0.73,"Clique de 7 dias ou visualização de 1 dia",0.73,1,2,3.03030303,7.37373737,0.365,0.24333333,,"Using campaign budget",Daily,18,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP10_v-strom-650-xt+v-strom-800-de_[inicio_05/02],CJ01_v-strom_650-xt+v-strom-800-de_amplo,AD05_v-strom-650-tx_img_[20/01],722911362773979,120239355488020599,120239355488080599,120239355488030599,AD05_v-strom-650-tx_img_[20/01],45-54,male,2026-02-22,168,207,1.23214286,BRL,3.05,"Clique de 7 dias ou visualização de 1 dia",,,1,1.44927536,14.73429952,3.05,1.01666667,,"Using campaign budget",Daily,10,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD010_sportage_img_[06/01],277844195704332,6915514980415,6915514981215,6966762783815,AD010_sportage_img_[06/01],45-54,male,2026-02-22,248,296,1.19354839,BRL,2.99,"Clique de 7 dias ou visualização de 1 dia",,,4,2.02702703,10.10135135,0.7475,0.49833333,,"Using campaign budget",Daily,20,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD05_bongo_img_[12/01],277844195704332,6662637016215,6662637322615,6969065448215,AD05_bongo_img_[12/01],45-54,male,2026-02-22,135,180,1.33333333,BRL,0.61,"Clique de 7 dias ou visualização de 1 dia",,,1,0.55555556,3.38888889,0.61,0.61,,30,Daily,"Using ad set budget",,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD06_stonic_img_[14/01],277844195704332,6875080103815,6875080104415,6969866674215,AD06_stonic_img_[14/01],45-54,male,2026-02-22,20,21,1.05,BRL,0.34,"Clique de 7 dias ou visualização de 1 dia",,,2,9.52380952,16.19047619,0.17,0.17,,"Using campaign budget",Daily,10,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP04_carnival_[inicio_01/01],"[Amanita] Always On | KIA | Carnival | AMPLO (ADV)",AD03_carnival_img_[26/01],277844195704332,6819548126415,6880512939215,6974296417015,AD03_carnival_img_[26/01],45-54,male,2026-02-22,102,114,1.11764706,BRL,1.72,"Clique de 7 dias ou visualização de 1 dia",,,1,0.87719298,15.0877193,1.72,1.72,,"Using campaign budget",Daily,9,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP03_ev5_[inicio_01/01],"[Amanita] Always On | KIA | EV5 | ADV+RMKT",AD04_ev5_img_[26/01],277844195704332,6819551408615,6819551408215,6974317588815,AD04_ev5_img_[26/01],45-54,male,2026-02-22,44,52,1.18181818,BRL,1.53,"Clique de 7 dias ou visualização de 1 dia",,,,0,29.42307692,,0,,"Using campaign budget",Daily,7,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],45-54,male,2026-02-22,41,53,1.29268293,BRL,0.22,"Clique de 7 dias ou visualização de 1 dia",,,1,1.88679245,4.1509434,0.22,0.22,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD09_niro_img_[18/02],277844195704332,6729879019015,6729879019215,6983252644415,AD09_niro_img_[18/02],45-54,male,2026-02-22,244,285,1.16803279,BRL,4.91,"Clique de 7 dias ou visualização de 1 dia",1.63666667,3,7,3.85964912,17.22807018,0.70142857,0.44636364,,"Using campaign budget",Daily,20,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD06_bongo_img_[19/02],277844195704332,6662637016215,6662637322615,6983258046615,AD06_bongo_img_[19/02],45-54,male,2026-02-22,20,23,1.15,BRL,0.22,"Clique de 7 dias ou visualização de 1 dia",,,,8.69565217,9.56521739,,0.11,,30,Daily,"Using ad set budget",,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],45-54,male,2026-02-22,30,30,1,BRL,0.5,"Clique de 7 dias ou visualização de 1 dia",,,,0,16.66666667,,0,,"Using campaign budget",Daily,20,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],45-54,male,2026-02-22,724,966,1.33425414,BRL,6.27,"Clique de 7 dias ou visualização de 1 dia",,,17,2.38095238,6.49068323,0.36882353,0.2726087,,"Using campaign budget",Daily,18,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],45-54,male,2026-02-22,17,19,1.11764706,BRL,0.1,"Clique de 7 dias ou visualização de 1 dia",,,,0,5.26315789,,0,,30,Daily,"Using ad set budget",,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",45-54,unknown,2026-02-22,2,2,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,30,Daily,"Using ad set budget",,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD04_stonic_img_[05/12],277844195704332,6875080103815,6875080104415,6953692882815,AD04_stonic_img_[05/12],45-54,unknown,2026-02-22,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,10,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",45-54,unknown,2026-02-22,3,3,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,33.33333333,0,,0,,"Using campaign budget",Daily,20,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD01_master_ride_img_[08/09],184629203219671,120231323193670298,120231323193700298,120231323193930298,AD01_master_ride_img_[08/09],45-54,unknown,2026-02-22,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD05_gsx_8r_img_[25/09],722911362773979,120231169848870599,120231169848990599,120232140918400599,AD05_gsx_8r_img_[25/09],45-54,unknown,2026-02-22,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,45-54,unknown,2026-02-22,2,4,2,BRL,0.52,"Clique de 7 dias ou visualização de 1 dia",,,,0,130,,0,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],45-54,unknown,2026-02-22,2,2,1,BRL,0.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,20,,0,,"Using campaign budget",Daily,25,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],45-54,unknown,2026-02-22,1,1,1,BRL,0.25,"Clique de 7 dias ou visualização de 1 dia",,,,0,250,,0,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01],7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01],45-54,unknown,2026-02-22,2,3,1.5,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.66666667,,0,,"Using campaign budget",Daily,20,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD010_t-350_img_[06/02],184629203219671,120238736778790298,120238736778820298,120239028254420298,AD010_t-350_img_[06/02],45-54,unknown,2026-02-22,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,40,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD02_gsx-s1000_img_[12/01],722911362773979,120239355257350599,120239355257340599,120239355426930599,AD02_gsx-s1000_img_[12/01],45-54,unknown,2026-02-22,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,18,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP10_v-strom-650-xt+v-strom-800-de_[inicio_05/02],CJ01_v-strom_650-xt+v-strom-800-de_amplo,AD05_v-strom-650-tx_img_[20/01],722911362773979,120239355488020599,120239355488080599,120239355488030599,AD05_v-strom-650-tx_img_[20/01],45-54,unknown,2026-02-22,4,4,1,BRL,0.03,"Clique de 7 dias ou visualização de 1 dia",,,,0,7.5,,0,,"Using campaign budget",Daily,10,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD010_sportage_img_[06/01],277844195704332,6915514980415,6915514981215,6966762783815,AD010_sportage_img_[06/01],45-54,unknown,2026-02-22,1,2,2,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,20,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP04_carnival_[inicio_01/01],"[Amanita] Always On | KIA | Carnival | AMPLO (ADV)",AD03_carnival_img_[26/01],277844195704332,6819548126415,6880512939215,6974296417015,AD03_carnival_img_[26/01],45-54,unknown,2026-02-22,1,1,1,BRL,0.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,40,,0,,"Using campaign budget",Daily,9,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD09_niro_img_[18/02],277844195704332,6729879019015,6729879019215,6983252644415,AD09_niro_img_[18/02],45-54,unknown,2026-02-22,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,20,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",55-64,female,2026-02-22,7,8,1.14285714,BRL,0.15,"Clique de 7 dias ou visualização de 1 dia",,,,0,18.75,,0,,30,Daily,"Using ad set budget",,2026-02-22,2026-02-22
